id,image_path,label,text,reason
25634,25634.png,1,,ridicules the blacks by stereotyping them to love fried chicken at kfc.
25639,25639.png,1,,derides the blacks by suggesting that they do not work.
25716,25716.png,1,,ridicules the blacks by slandering president obama by calling him a piece of trash that people only like due to his race.
25748,25748.png,1,,vilifies the muslims by suggesting that muslims are terrorists and are trying to remove the freedom of speech.
25781,25781.png,1,,ridicules the blacks by playing on the stereotype that blacks can run very quickly.
25830,25830.png,1,,incites violence against the muslims by suggesting that they should be destroyed.
25841,25841.png,1,,vilifies the muslims by suggesting that they attack children at pop concerts.
25847,25847.png,1,,uses derogatory terms against the lgbt community by referring to lesbians as bitches.
25901,25901.png,1,,ridicules the muslims by insinuating that they have sex with goats.
25914,25914.png,1,,insults the immigrants by suggesting they do not wish to speak english or return home.
25971,25971.png,1,,"ridicules the blacks by suggesting that they are unemployed, have poor credit scores and do not spend time with kids."
25984,25984.png,1,,insults the the whites by suggesting that they are primitive by portraying them as monkeys.
26014,26014.png,1,,disparages the females by suggesting that they should not be trusted.
26073,26073.png,1,,insults the females by implying that women should be restricted to the kitchen.
26087,26087.png,1,,vilifies the muslims by suggesting that they are terrorists who want to destroy the us.
26153,26153.png,1,,mocks the people with physical disabilities by making fun of people with dwarfism by suggesting dwarf women are half a woman.
26170,26170.png,1,,vilifies the muslims by suggesting that they are terrorists who bomb people.
26174,26174.png,1,,insults the muslims by suggesting that they should be banned from the usa.
26184,26184.png,1,,insults the jews by trivializing the systemic killing of the jews in world war 2 where their dead bodies were put into ovens to be incinerated.
26318,26318.png,1,,insults the muslims by implying that they have sex with goats.
26340,26340.png,1,,insults the muslims by suggesting that they rape goats.
26370,26370.png,1,,insults the muslims by suggesting that islam is barbaric and turns countries into piles of rocks and goatshit.
26381,26381.png,1,,insults the lgbt community by suggesting that homosexuality is degeneracy.
26385,26385.png,1,,incites violence against the muslims by suggesting that they should be nuclear bombed.
26394,26394.png,1,,objectify the females by referring to them as dishwashers.
26407,26407.png,1,,insults the immigrants by suggesting that santa is trying to deport them.
26410,26410.png,1,,vilifies the muslims by insinuating that they are killers who will even kill their sympathizers.
26438,26438.png,1,,degrades the females by suggesting that they are only good at doing household chores.
26493,26493.png,1,,ridicules the muslims by mocking muslim women for covering up their body.
26495,26495.png,1,,ridicules the muslims by suggesting that they have intercourse with goats.
26534,26534.png,1,,mocks the lgbt community for not conforming to gender norms and identifying as other genders.
26538,26538.png,1,,objectify the females by referring to them as dishwashers.
26543,26543.png,1,,insults the whites by suggesting they engage in pedophilia and necrophilia.
26709,26709.png,1,,derides the blacks by implying that black people are criminals who are in jail.
26735,26735.png,1,,insults the blacks by suggesting that they don't like working and are lazy.
26759,26759.png,1,,ridicules the lgbt community by making fun of caitlyn jenner for transitioning.
26784,26784.png,1,,derides the blacks by suggesting the estates blacks own are free real estates.
26831,26831.png,1,,insults the people with physical disabilities by calling them mashed potatoes.
26835,26835.png,1,,insults the blacks by suggesting that they are uncivilized by referring to them as gorillas.
26839,26839.png,1,,uses derogatory terms against the blacks by calling them niggers.
26890,26890.png,1,,vilifies the muslims by insinuating that they want to kill others.
26905,26905.png,1,,insults the blacks by suggesting that the blacks are taking up new job opportunities and supporting trump in making america white again.
26947,26947.png,1,,ridicules the blacks by suggesting that black people are lazy and do not work.
26950,26950.png,1,,incites violence against the americans by suggesting that they are better off dead.
26984,26984.png,1,,vilifies the muslims by suggesting that they are terrorists.
27016,27016.png,1,,insults the blacks by playing on the stereotype that they are simple-minded people who enjoy watermelon.
27038,27038.png,1,,insults the jews by making fun of the internment of jews in world war 2.
27043,27043.png,1,,insults the immigrants by slandering ilhan omar by suggesting that she married her own brother to beat the usa immigration system.
27058,27058.png,1,,derides the immigrants by suggesting that they should be eaten by jaws.
27059,27059.png,1,,"ridicules the blacks by suggesting that the darker their skin colour is, the sweeter their sexual fluids are."
27068,27068.png,1,,vilifies the muslims by stereotyping them to be terrorists.
27069,27069.png,1,,derides the muslims by suggesting that they have sex with goats.
27083,27083.png,1,,insults the people with intellectual disabilities by using the word 'retard' as an insult.
27134,27134.png,1,,objectify the females as household appliances.
27153,27153.png,1,,ridicules the lgbt community by mocking those that engage in self-harming activities such as self-cutting.
27163,27163.png,1,,uses derogatory terms against the lgbt community by referring to them as faggots.
27169,27169.png,1,,vilifies the immigrants by suggesting that they are invading to destroy the lives of americans.
27185,27185.png,1,,insults the jews by making fun of the stereotype that jews have long noses and hence cannot perform oral sex on a man whose penis is short.
27341,27341.png,1,,ridicules the blacks by suggesting that all black people are evil.
27360,27360.png,1,,insults the people with physical disabilities by mocking their ailments on their hands.
27391,27391.png,1,,insults the jews by trivializing the systemic killing of the jews in world war 2 by suggesting it was all an accident.
27438,27438.png,1,,incites violence against the muslims by condoning killing muslims.
27461,27461.png,1,,vilifies the muslims by suggesting that they are analogous to nazis.
27468,27468.png,1,,disrespects the jews by downplaying the burning of jews during the holocaust.
27489,27489.png,1,,disrespects the females by suggesting that they eat so much that they even see patriarchy as food and believe it can be abolished through eating it.
27501,27501.png,1,,disrespects the muslims through the uses derogatory terms on their religious figures.
27514,27514.png,1,,disparages the lgbt community through the uses derogatory terms against them.
27563,27563.png,1,,disrespects the blacks by suggesting that they are racist towards the whites.
27591,27591.png,1,,disrespects the blacks by using the kkk which is a white supremacist group and suggesting that they can't be seen in the dark.
27604,27604.png,1,,disparages the blacks by suggesting that black females are not good.
27810,27810.png,1,,dehumanizes the blacks by likening them to tires.
27836,27836.png,1,,mocks the whites (politicians) for having hidden agendas.
27843,27843.png,1,,mocks the lgbt community for imposing a gender on their children.
27856,27856.png,1,,mocks the mexicans for their attempts to cross the mexico–united states border illegally.
27860,27860.png,1,,mocks the whites by suggesting that they are into incestuous relationships.
27864,27864.png,1,,disrespects the jews by incorporating them into a pun said by hitler.
27946,27946.png,1,,disparages the muslims by likening them to cadbury's creme eggs.
27953,27953.png,1,,disrespects the muslims by suggesting that they are rapists.
27956,27956.png,1,,disparages the lgbt community by implying that they are trash.
27965,27965.png,1,,disrespects the muslims by likening their headwear to a diaper and suggesting that they wear it because they have shit for brains.
28019,28019.png,1,,disparages the blacks by suggesting that they agree to interracial marriages not because of love but to prolong their family line.
28046,28046.png,1,,dehumanizes the females by likening them to dishwashers and suggesting that they are only good for household chores.
28134,28134.png,1,,disrespects the whites by implying that they they eat too much meat and smell like bologna.
28154,28154.png,1,,disparages the muslims by suggesting that they are killers.
28173,28173.png,1,,dehumanizes the females by implying that being a female is a problem.
28175,28175.png,1,,disparages the blacks by suggesting that they should be beaten and racially segregated from the whites.
28197,28197.png,1,,disrespects the muslims by downplaying the christchurch shootings through selling the shoes of the deceased.
28319,28319.png,1,,disrespects the muslims by suggesting that they are bombers.
28391,28391.png,1,,disrespects the blacks by suggesting that they look like a shoehorn when they dress in black.
28439,28439.png,1,,disparages the blacks by suggesting that they should be enslaved.
28479,28479.png,1,,disrespects the jews by downplaying the burning of jews during the holocaust.
28507,28507.png,1,,disrespects the females by suggesting that they give handjobs as part of the job when caring for the disabled.
28574,28574.png,1,,disrespects the jews by likening them to poop.
28590,28590.png,1,,disrespects the whites by labelling them as trash.
28604,28604.png,1,,disparages the whites by suggesting that they should be enslaved.
28605,28605.png,1,,disparages the jews by suggesting that they hijacked america.
28610,28610.png,1,,disrespects the muslims by making fun of their religious headwear and suggesting it is required as they have shit for brains.
28613,28613.png,1,,disrespects the blacks by suggesting that they should be enslaved.
28657,28657.png,1,,disrespects the females by suggesting that those who lost their virginity before marriage are lesser people.
28659,28659.png,1,,dehumanizes the christians by suggesting that they are retarded.
28670,28670.png,1,,mocks the arabians by suggesting that they are sexist and hate women.
28674,28674.png,1,,disparages the lgbt community by expressing hate against them.
28691,28691.png,1,,disrespects the jews by downplaying the culling of the jews during the holocaust by likening them to burnt lobsters.
28695,28695.png,1,,ridicules the jews as psychopaths and ridicules the jewish state israel by suggesting that their land is stolen and that their citizens are armed and subsidized by the jewish state.
28731,28731.png,1,,mocks the africans by joking about the africans who are starving and have nothing to eat.
28735,28735.png,1,,disrespects the blacks by joking about the enslavement of the blacks during the colonial times.
28756,28756.png,1,,incites violence against the immigrants by suggesting that their bodies should be left hanging around the border.
28935,28935.png,1,,ridicules the blacks as primitive by suggesting that they are illiterate.
28957,28957.png,1,,ridicules the lgbt community as mentally ill by suggesting that every letter in the word lgbt stands for a mental disorder.
28964,28964.png,1,,ridicules the people with intellectual disabilities as retarded by mocking the fact that they cannot read.
28973,28973.png,1,,disrespects the jews by trivializing the internment and killing of jews in concentration camps during the holocaust.
28974,28974.png,1,,ridicules the blacks as inferior by likening the black males to gorillas.
28976,28976.png,1,,ridicules the americans by mocking the fact that a majority of the school shootings take place in the us.
29036,29036.png,1,,ridicules the chinese as primitive by suggesting that they eat cats for thanksgiving.
29084,29084.png,1,,ridicules the africans as killers by suggesting that the africans were fine killing each other for land until the whites started killing them for land.
29130,29130.png,1,,ridicules the lgbt community as retarded.
29137,29137.png,1,,uses derogatory terms against the blacks.
29138,29138.png,1,,ridicules the blacks as drug-addicts by suggesting that they spend all their money on drugs.
29140,29140.png,1,,dehumanizes the females as less capable humans that are not good for anything except housekeeping.
29158,29158.png,1,,ridicules the blacks as primitive by likening them to orangutans that must be captured.
29178,29178.png,1,,uses derogatory terms against the blacks.
29304,29304.png,1,,disrespects the japanese by trivializing the dropping of two atomic bombs on hiroshima and nagasaki before japan surrendered in world war 2.
29308,29308.png,1,,dehumanizes the blacks as lesser people by implying that a black with vitiligo is turning white because she is becoming a superior race that does not steal.
29351,29351.png,1,,ridicules the muslims as terrorists by suggesting that they plant bombs.
29357,29357.png,1,,disrespects the jews by trivializing the killing of jews by hitler during the holocaust and suggesting that jews don't form a race.
29380,29380.png,1,,disrespects the jews by mocking the mass-killing of jews by hitler during the holocaust.
29438,29438.png,1,,dehumanizes the israelis as murderers by suggesting that they kill innocent women and children from a distance.
29476,29476.png,1,,disrespects the jews by suggesting that america's black slaves are the true hebrews and not the jews.
29506,29506.png,1,,ridicules the blacks as primitive by likening the blacks to monkeys.
29513,29513.png,1,,uses derogatory terms against the blacks.
29574,29574.png,1,,ridicules the chinese as primitive by suggesting that they eat kittens.
29614,29614.png,1,,disrespects the females with psychiatric disorder by trivializing and sexualizing the symptoms of their illness.
29643,29643.png,1,,ridicules the females as less capable humans that are not good for anything except housekeeping chores such as dishwashing.
29671,29671.png,1,,ridicules the blacks as despicable by suggesting that they are smelly so that the blind people can hate the blacks even if they can't see the blacks.
29675,29675.png,1,,ridicules the blacks as criminals by suggesting that there is a policeman running after each black.
29684,29684.png,1,,ridicules the immigrants as invaders.
29703,29703.png,1,,ridicules the lgbt community as mentally ill by suggesting that every letter in the word lgbt stands for a mental disorder.
29708,29708.png,1,,disrespects the jews by trivializing the killing of jews by hitler in gas chambers during the holocaust.
29714,29714.png,1,,ridicules the blacks as criminals by suggesting that the police will shoot a black regardless of whether he committed a crime or not.
29735,29735.png,1,,ridicules the blacks as criminals by suggesting that their dream is to rob people at gunpoint.
29785,29785.png,1,,ridicules the immigrants as wrongdoers by suggesting that santa is making a list of immigrants that will be deported by u.s. immigration and customs enforcement.
29813,29813.png,1,,disrespects the jews by trivializing the atrocities hitler committed in europe by comparing the killing of polish people in gas chambers to the removal of nail polish with acetone.
29814,29814.png,1,,ridicules the blacks as criminals by suggesting that you can hear police sirens by holding a black baby close to your ear.
29851,29851.png,1,,mocks the blacks for their dark skin tone.
30168,30168.png,1,,mocks the lgbt community as a disease that needs recovery from.
30185,30185.png,1,,mocks the blacks by suggesting it is worse to be black than blind.
30192,30192.png,1,,uses derogatory terms against the lgbt community to show that they will not be accepted because they mutilate their bodies.
30245,30245.png,1,,ridicules the people with intellectual disabilities for looking like drooling monsters.
30256,30256.png,1,,mocks the christians for having no place in shaming others when their own clergy are sexually abusing children.
30267,30267.png,1,,mocks the asians as all looking alike.
30291,30291.png,1,,dehumanizes the blacks as apes as well as rapists.
30296,30296.png,1,,mocks the jews by suggesting they will celebrate when the holocaust death toll is increased.
30486,30486.png,1,,mocks the females as unable to fight for themselves when the economy collapses and instead resorting to sex work.
30487,30487.png,1,,mocks the muslims for keeping goats as sex slaves.
30526,30526.png,1,,mocks the lgbt community by suggesting parents would drink bleach and commit suicide if they found out their kid is transgender.
30527,30527.png,1,,mocks the people with physical disabilities for having no hands.
30546,30546.png,1,,derides the whites as violent and murderous on the inside.
30561,30561.png,1,,disrespects the jews by suggesting that hitler killed the jews to send them to heaven.
30567,30567.png,1,,mocks the females for being the reason to gender inequality because they do not work.
30597,30597.png,1,,disrespects the muslims by asking them to eat pork which is prohibited by their religion.
30598,30598.png,1,,dehumanizes the muslims as killers that the government keeps allowing in.
30618,30618.png,1,,mocks the pakistanis by making a pun on their country with pork which is prohibited by their religion.
30629,30629.png,1,,mocks the blacks for being shot by police.
30675,30675.png,1,,derides the lgbt community as a god viewed abomination.
30692,30692.png,1,,mocks the americans by making fun of the 9/11 terror attacks.
30721,30721.png,1,,mocks the muslims for engaging in bestiality with goats.
30742,30742.png,1,,mocks the people with physical disabilities for being small.
30745,30745.png,1,,incites violence against the lgbt community if they come out as transgender.
30816,30816.png,1,,mocks the people with physical disabilities for being cross eyed and likening it to looking at a fly.
30826,30826.png,1,,mocks the muslims as being married to goats.
30851,30851.png,1,,mocks the whites as trash.
30862,30862.png,1,,disrespects the muslims by portraying them as suicide aircraft hijackers.
30871,30871.png,1,,dehumanizes the lgbt community as less capable and only fit for coast guard roles in the military.
30918,30918.png,1,,mocks the lgbt community by making their terms and pronouns sound ridiculous.
30928,30928.png,1,,mocks the people with physical disabilities by comparing their appearance to a beaver.
30942,30942.png,1,,disrespects the jews by saying they were being cooked by hitler during the holocaust.
30957,30957.png,1,,dehumanizes the females as lesser beings that are undeserving of an opinion and should shut the fuck up.
30961,30961.png,1,,mocks the people with physical disabilities for being unable to see.
31048,31048.png,1,,derides the lgbt community as a god viewed abomination.
31058,31058.png,1,,mocks the africans for being so malnourished and underweight that they cannot trip off landmines.
31059,31059.png,1,,mocks the people with intellectual disabilities by suggesting you can get down syndrome by getting high on weed.
31076,31076.png,1,,mocks the jews by making fun of concentration camps.
31082,31082.png,1,,dehumanizes the blacks as slaves that can be collected like a card collection.
31085,31085.png,1,,mocks the blacks for liking kfc as well as being lazy.
31204,31204.png,1,,mocks the lgbt community for being confused.
31209,31209.png,1,,dehumanizes the females as less capable humans that are only good for dishwashing.
31256,31256.png,1,,disrespects the jews by downplaying hitlers killing of 50 million jews.
31268,31268.png,1,,dehumanizes the muslims as killers.
31278,31278.png,1,,mocks the muslims by likening their hijab to a diaper for people with shit for brains.
31280,31280.png,1,,mocks the females for being obese.
31409,31409.png,1,,dehumanizes the muslims as mad dogs.
31426,31426.png,1,,dehumanizes the blacks as monkeys.
31429,31429.png,1,,derides the blacks as terrorists.
31479,31479.png,1,,dehumanizes the lgbt community as lesser humans comparable to inanimate objects or things.
31485,31485.png,1,,dehumanizes the muslims as terrorists that will bring about a second 9/11 attack.
31496,31496.png,1,,ridicules the muslims as being attracted to goats.
31508,31508.png,1,,derides the muslims as people that murder gays.
31549,31549.png,1,,dehumanizes the females as less capable humans only good for making coffee.
31586,31586.png,1,,mocks the blacks as thieves that steal valuables.
31604,31604.png,1,,incites violence against the muslims by asking for them to be nuked as a form of healthcare for them.
31629,31629.png,1,,mocks the muslims for being unable to accept the lgbt community.
31640,31640.png,1,,dehumanizes the eyptians as lesser humans that are of no value.
31649,31649.png,1,,mocks the lgbt community for not actually struggling as much as the blacks.
31657,31657.png,1,,mocks the muslims for engaging in bestiality with goats.
31706,31706.png,1,,mocks the jews by joking about roasting them.
31720,31720.png,1,,incites violence against the americans by calling for the death of americans.
31748,31748.png,1,,dehumanizes the muslims as terrorists that make and plan bomb attacks.
31769,31769.png,1,,ostracizes the blacks by not allowing them to vote.
31847,31847.png,1,,mocks the muslims for their religious abstinence of pork.
31876,31876.png,1,,mocks the people with intellectual disabilities for being slow.
31925,31925.png,1,,mocks the jews by treating their burning during the holocaust as cooking of chicken in an oven.
31960,31960.png,1,,mocks the chinese for eating cats.
31975,31975.png,1,,mocks the whites as trash.
32015,32015.png,1,,mocks the africans for being so starved that they will swallow anything even semen.
32106,32106.png,1,,mocks the blacks as thieves.
32150,32150.png,1,,uses derogatory terms against the blacks in a pun on arnold schwarzenegger's name.
32164,32164.png,1,,mocks the blacks by saying the whites had secretly called them niggas.
32401,32401.png,1,,ridicules the americans as idiots.
32470,32470.png,1,,uses derogatory terms against the blacks.
32481,32481.png,1,,derides the muslims by asking for them to go back to their own country.
32516,32516.png,1,,mocks the jews for being cremated during the holocaust by suggesting one can pick up jewish chicks by taking out ash from an oven.
32540,32540.png,1,,disrespects the jews by downplaying hitlers actions on them by comparing him to a chef cooking the jews.
32549,32549.png,1,,mocks the blacks as being slaves to their white masters.
32587,32587.png,1,,ridicules the people with intellectual disabilities by labelling them as corn shit and lemon piss.
32647,32647.png,1,,derides the females as people that slowly kill men.
32716,32716.png,1,,disrespects the jews by making fun of the holocaust.
32781,32781.png,1,,derides the muslims as terrorists that ar anything but peaceful.
32841,32841.png,1,,mocks the blacks as thieves that teach their kids to steal from young.
32876,32876.png,1,,mocks the jews as burning cleanly during the holocaust.
32896,32896.png,1,,incites violence against the immigrants by asking of them to be hunted after taking jobs away from locals.
32941,32941.png,1,,mocks the blacks for being hated and bad smelling.
32957,32957.png,1,,mocks the muslims for being into bestiality with goats to the extent that they roleplay it during sex.
32980,32980.png,1,,dehumanizes the blacks as a mix of gorillas and rhinos.
34021,34021.png,1,,mocks the blacks as apes as well as rapists.
34056,34056.png,1,,insults the asians by calling redheads gingers and soul stealers.
34078,34078.png,1,,derides the immigrants by asking for a wall to be built as the only solution to solve the problem that is immigrants.
34079,34079.png,1,,mocks the blacks for getting pulled over by police just for being black.
34081,34081.png,1,,mocks the blacks for being victims of police brutality.
34091,34091.png,1,,dehumanizes the females as less capable humans only good for dishwashing.
34097,34097.png,1,,mocks the people with physical disabilities for being unable to do simple actions such as use an etch a sketch.
34109,34109.png,1,,ridicules the muslims as camel piss drinkers and goat humpers.
34152,34152.png,1,,dehumanizes the muslims as second class citizens in society that do not deserve benefits like free housing.
34162,34162.png,1,,dehumanizes the females as lesser beings that belong in the kitchen and do not deserve an opinion.
34179,34179.png,1,,disrespects the muslims by asking them to kiss the american's ass.
34180,34180.png,1,,uses derogatory terms against the lgbt community to mock the lesbians.
34186,34186.png,1,,mocks the blacks as being born out of the anus from anal sex because of their skin color.
34196,34196.png,1,,mocks the muslims for engaging in bestiality with goats.
34206,34206.png,1,,mocks the lgbt community by saying than transgenders are actually male.
34219,34219.png,1,,mocks the catholic clergy for being 2% of the population but 40% of all pedophiles.
34250,34250.png,1,,ridicules the females by making fun of fat women suggesting they only get laid with drunk men.
34508,34508.png,1,,ostracizes the jews by labelling all of them as the problem.
34567,34567.png,1,,mocks the lgbt community as comparable to genociding black men.
34581,34581.png,1,,mocks the muslims as explosive makers.
34582,34582.png,1,,ridicules the muslims for being angry at a film portraying them badly and yet going on to do the things the film portrayed them to do.
34586,34586.png,1,,mocks the blacks by highlighting their history of being cotton-picking slaves.
34596,34596.png,1,,dehumanizes the blacks as lesser humans that can be kept as slaves.
34598,34598.png,1,,incites violence against the muslims by asking for every last one of them to be dead.
34618,34618.png,1,,incites violence against the mexicans by threatening to hunt and kill them for trespassing on federal land.
34620,34620.png,1,,disrespects the lgbt community as sex objects.
34652,34652.png,1,,dehumanizes the females as sexual objects.
34658,34658.png,1,,disrespects the people with physical disabilities by referring to conjoined twins as hipsters.
34659,34659.png,1,,disrespects the muslims by comparing them to the plague and spreading like herpes.
34670,34670.png,1,,dehumanizes the females as sandwich makers.
34680,34680.png,1,,dehumanizes the blacks as gorillas.
34715,34715.png,1,,mocks the jews by drawing a reference to hitler being denied from art school before his political career.
34726,34726.png,1,,uses derogatory terms against the lgbt community.
34751,34751.png,1,,mocks the muslims for being unable to handle their religion being attacked compared to the christians and jews.
34765,34765.png,1,,disrespects the jews by fetishizing the holocaust where many jews died.
34791,34791.png,1,,disrespects the people with intellectual disabilities by calling them little bastards.
34795,34795.png,1,,mocks the blacks as being obsessed with watermelons they would even create synthetic ones.
34798,34798.png,1,,mocks the blacks as thieves.
34852,34852.png,1,,dehumanizes the muslims as suicide bombers.
34872,34872.png,1,,mocks the blacks for having fathers that do not raise their children.
34897,34897.png,1,,dehumanizes the females as sex objects.
34901,34901.png,1,,mocks the lgbt community by claiming they joust with their penises.
34920,34920.png,1,,mocks the muslims for their cultural clothing suggesting they wear it to block smells.
34927,34927.png,1,,mocks the people with physical disabilities by making fun of conjoined twins.
34970,34970.png,1,,dehumanizes the muslims as terrorists that have infiltrated congress to defund homeland security.
34972,34972.png,1,,dehumanizes the blacks as slaves that worked on the farms.
34981,34981.png,1,,dehumanizes the males as innately evil and comparable to devils.
35048,35048.png,1,,mocks the lgbt community as sinners that are not created by god.
35074,35074.png,1,,derides the muslims as child rapists.
35086,35086.png,1,,disrespects the lgbt community by suggesting there are only two genders by god's will.
35091,35091.png,1,,mocks the blacks for having no responsibilities as they have no power.
35170,35170.png,1,,dehumanizes the females as coffee makers.
35178,35178.png,1,,ostracizes the mexicans for wanting to raise their flag and destroy the american flag.
35216,35216.png,1,,incites violence against the britons by referencing the boston tea party.
35219,35219.png,1,,mocks the blacks for liking chicken so much that they will kill for it.
35247,35247.png,1,,ridicules the muslims for their standards for women as well as for engaing in bestiality with goats.
35408,35408.png,1,,disrespects the jews by downplaying hitlers burning of jews as him using an oven.
35480,35480.png,1,,mocks the people with intellectual disabilities for being slow.
35482,35482.png,1,,uses derogatory terms against the whites and calling for them to be burned.
35601,35601.png,1,,mocks the muslims by calling their god a pig fucker.
35602,35602.png,1,,mocks the muslims as a religion of conflict as well as being terrorists and pedophiles.
35608,35608.png,1,,mocks the american indians as uncivilised and evil and would be the ones offering the apple instead if adam and eve were native americans.
35614,35614.png,1,,incites violence against the muslims by asking for them to be bombed as a bingo game.
35620,35620.png,1,,mocks the blacks for liking watermelon so much they can be lured and caught with it.
35642,35642.png,1,,mocks the people with intellectual disabilities by making a pun out of down syndrome.
35671,35671.png,1,,disrespects the jews by downplaying hitlers testing of chemical agents on the jews as releasing goofy gas.
35684,35684.png,1,,mocks the muslims as pedophiles that marry 6 year olds.
35691,35691.png,1,,uses derogatory terms against the lgbt community to mock transgenders.
35716,35716.png,1,,incites violence against the lgbt community by threatening to beat them up for entering the women's bathroom.
35724,35724.png,1,,derides the blacks for being the racist ones themselves.
35729,35729.png,1,,ridicules the lgbt community as attention seekers.
35764,35764.png,1,,uses derogatory terms against the lgbt community and mocking them for having anal sex.
35781,35781.png,1,,mocks the chinese for all looking alike that faceswap will not have an effect.
35789,35789.png,1,,incites violence against the muslims by calling for the death of all muslims.
35794,35794.png,1,,dehumanizes the blacks as lesser humans that can be kept as slaves.
35801,35801.png,1,,ridicules the lgbt community by using them as a derogatory term against michelle obama.
35802,35802.png,1,,mocks the jews and how they were burnt during the holocaust.
35814,35814.png,1,,dehumanizes the females as less capable humans that should be making sandwiches for the men.
35894,35894.png,1,,disrespects the blacks by suggesting one cannot be racist to blacks if they own black car tires and color tvs.
35896,35896.png,1,,mocks the blacks for having fathers that abandon their children.
35912,35912.png,1,,dehumanizes the muslims as violent brutal and backward compared to the rest of society.
35917,35917.png,1,,mocks the blacks for having stds.
35942,35942.png,1,,ridicules the muslims by saying they engage in bestiality with donkeys.
35948,35948.png,1,,mocks the lgbt community by using them as a derogatory term against michelle obama.
35970,35970.png,1,,mocks the people with physical disabilities for their short lifespan.
35971,35971.png,1,,mocks the muslims as a falsely peaceful religion that will kill other gods and infidels.
36027,36027.png,1,,incites violence against the jews for controlling the press by portraying the nazis.
36028,36028.png,1,,disrespects the jews by making fun of anne frank's ashes.
36048,36048.png,1,,mocks the blacks as being unable to read.
36075,36075.png,1,,ridicules the people with physical disabilities as having neanderthal dna.
36079,36079.png,1,,dehumanizes the indians as terrorists that will kill to cover up the truth.
36098,36098.png,1,,mocks the blacks as cotton-picking slaves that are also violent.
36158,36158.png,1,,incites violence against the females by threatening to crash a car with them in it.
36185,36185.png,1,,ridicules the lgbt community by calling the gays fruits.
36204,36204.png,1,,incites violence against the blacks by suggesting that one can get a medal for killing 150 black people.
36214,36214.png,1,,mocks the lgbt community by making fun of their gender.
36248,36248.png,1,,uses derogatory terms against the lgbt community to mock them.
36417,36417.png,1,,mocks the lgbt community for having lesbian sex.
36481,36481.png,1,,disrespects the blacks by joking about the ku klux klan.
36498,36498.png,1,,incites violence against the muslims by threatening to shoot them.
36508,36508.png,1,,derides the muslims as killers that the government keeps bringing in.
36524,36524.png,1,,derides the blacks for being the racist ones themselves.
36541,36541.png,1,,derides the whites as headaches.
36542,36542.png,1,,mocks the whites as school shooters.
36578,36578.png,1,,dehumanizes the blacks as monkeys.
36590,36590.png,1,,ostracizes the muslims by labelling them as offensive and asking for them to be banned.
36598,36598.png,1,,mocks the females by calling them fat in a roundabout way.
36724,36724.png,1,,dehumanizes the hispanics and latinos as monkeys.
36725,36725.png,1,,mocks the asians as dog eating savages.
36741,36741.png,1,,disrespects the jews by labeling hitler as a hero when he killed millions of jews.
36749,36749.png,1,,dehumanizes the muslims as american hating radicals that have infiltrated us government after 9/11 attacks.
36821,36821.png,1,,incites violence against the muslims by threatening to shoot them if they do not return to the middle east.
36845,36845.png,1,,ridicules the lgbt community by lebelling their gender as a mental illness.
36850,36850.png,1,,mocks the muslims for keeping sex slaves.
36870,36870.png,1,,mocks the jews by suggesting they should smile at the holocaust because it happened even though many atrocities were committed against them.
36872,36872.png,1,,mocks the blacks by comparing them to bigfoot.
36875,36875.png,1,,dehumanizes the people with physical disabilities as lesser humans comparable to dogs.
36892,36892.png,1,,dehumanizes the males as rapists that derive no greater joy than raping women.
36897,36897.png,1,,disrespects the mexicans by using them to insult the canadians.
36947,36947.png,1,,ridicules the lgbt community for being hypocrites.
36957,36957.png,1,,mocks the whites by suggesting they kiss their dogs before leaving house.
36982,36982.png,1,,mocks the blacks by saying their fathers abandon the family when a child is born.
37018,37018.png,1,,mocks the muslims for their abstinence of pork by suggesting that the muslims are dirtier than the pigs.
37021,37021.png,1,,ostracizes the blacks from being able to worship odin.
37052,37052.png,1,,mocks the jews by making fun of the showers of chemicals that were used to kill them.
37058,37058.png,1,,mocks the blacks by saying the whites had secretly called them niggas.
37140,37140.png,1,,mocks the jews by trivializing hitler's use of chemical agents on the polish jews during the holocaust.
37180,37180.png,1,,mocks the blacks as thieves that teach their kids to steal from young.
37182,37182.png,1,,ridicules the blacks by suggesting it is better to be blind than to be black.
37251,37251.png,1,,incites violence against the muslims.
37284,37284.png,1,,dehumanizes the muslims as all radicals that will kill if one does not follow their god.
37285,37285.png,1,,dehumanizes the asians as sex objects and fetishizing asian women.
37295,37295.png,1,,mocks the blacks for having fathers that abandon their babies by suggesting that they will only see their babies if they are presented as a surprise.
37298,37298.png,1,,ridicules the muslims for their abstinence of pork as it is unclean yet they have no qualms with drinking camel urine.
37416,37416.png,1,,ostracizes the immigrants by not wanting them to vote.
37425,37425.png,1,,dehumanizes the blacks as monkeys.
37426,37426.png,1,,derides the immigrants as illegal aliens and asks for them to be deported.
37450,37450.png,1,,mocks the people with physical disabilities for not being able to see the difference between a cat and a display piece.
37451,37451.png,1,,disrespects the muslims by portraying them as suicide aircraft hijackers.
37509,37509.png,1,,disrespects the jews by making fun of them being burnt and asking for the flame to not die out.
37542,37542.png,1,,mocks the blacks by portraying them as thieves.
37569,37569.png,1,,ridicules the lgbt community by making fun of their gender.
37615,37615.png,1,,disrespects the jews by saying that the holocaust was funny.
37619,37619.png,1,,dehumanizes the muslims as violent terrorists.
37621,37621.png,1,,mocks the american indians as they were colonized by colombus.
